nodeID,xcoord,ycoord,floor,building,nodeType,longName,shortName
BOOKRM120,2496,1730,BookableRoom,BookableRoom,BR,COMP6,ExtraLargeComputerRoom2
BOOKRM021,3207,1796,BookableRoom,BookableRoom,BR,AMP,Amphitheater
BOOKRM022,1488,194,BookableRoom,BookableRoom,BR,D1,Desk1
BOOKRM023,1488,274,BookableRoom,BookableRoom,BR,D2,Desk2
BOOKRM024,1488,366,BookableRoom,BookableRoom,BR,D3,Desk3
BOOKRM025,1488,466,BookableRoom,BookableRoom,BR,D4,Desk4
BOOKRM026,1455,274,BookableRoom,BookableRoom,BR,D5,Desk5
BOOKRM028,1455,366,BookableRoom,BookableRoom,BR,D6,Desk6
BOOKRM029,1455,466,BookableRoom,BookableRoom,BR,D7,Desk7
BOOKRM030,526,240,BookableRoom,BookableRoom,BR,D8,Desk8
BOOKRM031,460,240,BookableRoom,BookableRoom,BR,D9,Desk9
BOOKRM032,400,240,BookableRoom,BookableRoom,BR,D10,Desk10
BOOKRM033,346,240,BookableRoom,BookableRoom,BR,D11,Desk11
BOOKRM034,526,270,BookableRoom,BookableRoom,BR,D12,Desk12
BOOKRM035,460,270,BookableRoom,BookableRoom,BR,D13,Desk13
BOOKRM036,400,270,BookableRoom,BookableRoom,BR,D14,Desk14
BOOKRM037,346,270,BookableRoom,BookableRoom,BR,D15,Desk15
BOOKRM038,526,388,BookableRoom,BookableRoom,BR,D16,Desk16
BOOKRM039,460,388,BookableRoom,BookableRoom,BR,D17,Desk17
BOOKRM040,400,388,BookableRoom,BookableRoom,BR,D18,Desk18
BOOKRM041,346,388,BookableRoom,BookableRoom,BR,D19,Desk19
BOOKRM042,526,422,BookableRoom,BookableRoom,BR,D20,Desk20
BOOKRM043,460,422,BookableRoom,BookableRoom,BR,D21,Desk21
BOOKRM044,400,422,BookableRoom,BookableRoom,BR,D22,Desk22
BOOKRM045,346,422,BookableRoom,BookableRoom,BR,D23,Desk23
BOOKRM046,230,248,BookableRoom,BookableRoom,BR,D24,Desk24
BOOKRM047,230,430,BookableRoom,BookableRoom,BR,D25,Desk25
BOOKRM048,230,628,BookableRoom,BookableRoom,BR,D26,Desk26
BOOKRM049,756,680,BookableRoom,BookableRoom,BR,D27,Desk27
BOOKRM050,756,756,BookableRoom,BookableRoom,BR,D28,Desk28
BOOKRM051,756,846,BookableRoom,BookableRoom,BR,D29,Desk29
BOOKRM052,756,932,BookableRoom,BookableRoom,BR,D30,Desk30
BOOKRM053,756,1028,BookableRoom,BookableRoom,BR,D31,Desk31
BOOKRM054,666,1344,BookableRoom,BookableRoom,BR,D32,Desk32
BOOKRM055,302,1296,BookableRoom,BookableRoom,BR,D33,Desk33
BOOKRM056,990,1260,BookableRoom,BookableRoom,BR,D34,Desk34
BOOKRM057,1064,1260,BookableRoom,BookableRoom,BR,D35,Desk35
BOOKRM058,1136,1260,BookableRoom,BookableRoom,BR,D36,Desk36
BOOKRM059,996,1508,BookableRoom,BookableRoom,BR,D37,Desk37
BOOKRM060,1062,1508,BookableRoom,BookableRoom,BR,D38,Desk38
BOOKRM061,1134,1508,BookableRoom,BookableRoom,BR,D39,Desk39
BOOKRM062,1202,1508,BookableRoom,BookableRoom,BR,D40,Desk40
BOOKRM063,948,1376,BookableRoom,BookableRoom,BR,D41,Desk41
BOOKRM064,994,1376,BookableRoom,BookableRoom,BR,D42,Desk42
BOOKRM065,1042,1376,BookableRoom,BookableRoom,BR,D43,Desk43
BOOKRM066,1082,1376,BookableRoom,BookableRoom,BR,D44,Desk44
BOOKRM068,1126,1376,BookableRoom,BookableRoom,BR,D45,Desk45
BOOKRM069,1172,1376,BookableRoom,BookableRoom,BR,D46,Desk46
BOOKRM070,948,1400,BookableRoom,BookableRoom,BR,D47,Desk47
BOOKRM071,994,1400,BookableRoom,BookableRoom,BR,D48,Desk48
BOOKRM072,1042,1400,BookableRoom,BookableRoom,BR,D49,Desk49
BOOKRM073,1082,1400,BookableRoom,BookableRoom,BR,D50,Desk50
BOOKRM074,1126,1400,BookableRoom,BookableRoom,BR,D51,Desk51
BOOKRM075,1172,1400,BookableRoom,BookableRoom,BR,D52,Desk52
BOOKRM076,1620,1192,BookableRoom,BookableRoom,BR,D53,Desk53
BOOKRM077,1620,1266,BookableRoom,BookableRoom,BR,D54,Desk54
BOOKRM078,1620,1342,BookableRoom,BookableRoom,BR,D55,Desk55
BOOKRM079,1620,1422,BookableRoom,BookableRoom,BR,D56,Desk56
BOOKRM080,1652,1192,BookableRoom,BookableRoom,BR,D57,Desk57
BOOKRM081,1652,1266,BookableRoom,BookableRoom,BR,D58,Desk58
BOOKRM082,1652,1342,BookableRoom,BookableRoom,BR,D59,Desk59
BOOKRM083,1652,1422,BookableRoom,BookableRoom,BR,D60,Desk60
BOOKRM084,1334,1540,BookableRoom,BookableRoom,BR,D61,Desk61
BOOKRM085,1396,1540,BookableRoom,BookableRoom,BR,D62,Desk62
BOOKRM086,1454,1540,BookableRoom,BookableRoom,BR,D63,Desk63
BOOKRM087,1580,1540,BookableRoom,BookableRoom,BR,D64,Desk64
BOOKRM088,1644,1540,BookableRoom,BookableRoom,BR,D65,Desk65
BOOKRM089,1704,1540,BookableRoom,BookableRoom,BR,D66,Desk66
BOOKRM090,1334,1574,BookableRoom,BookableRoom,BR,D67,Desk67
BOOKRM091,1396,1574,BookableRoom,BookableRoom,BR,D68,Desk68
BOOKRM092,1454,1574,BookableRoom,BookableRoom,BR,D69,Desk69
BOOKRM093,1580,1574,BookableRoom,BookableRoom,BR,D70,Desk70
BOOKRM094,1644,1574,BookableRoom,BookableRoom,BR,D71,Desk71
BOOKRM095,1704,1574,BookableRoom,BookableRoom,BR,D72,Desk72
BOOKRM096,1408,2044,BookableRoom,BookableRoom,BR,D73,Desk73
BOOKRM097,1846,2262,BookableRoom,BookableRoom,BR,D74,Desk74
BOOKRM098,1994,1896,BookableRoom,BookableRoom,BR,D75,Desk75
BOOKRM099,1994,1948,BookableRoom,BookableRoom,BR,D76,Desk76
BOOKRM100,1994,2012,BookableRoom,BookableRoom,BR,D77,Desk77
BOOKRM101,1994,2070,BookableRoom,BookableRoom,BR,D78,Desk78
BOOKRM102,2022,1896,BookableRoom,BookableRoom,BR,D79,Desk79
BOOKRM103,2022,1948,BookableRoom,BookableRoom,BR,D80,Desk80
BOOKRM104,2022,2012,BookableRoom,BookableRoom,BR,D81,Desk81
BOOKRM105,2022,2070,BookableRoom,BookableRoom,BR,D82,Desk82
BOOKRM106,2137,1896,BookableRoom,BookableRoom,BR,D83,Desk83
BOOKRM107,2137,1948,BookableRoom,BookableRoom,BR,D84,Desk84
BOOKRM108,2137,2012,BookableRoom,BookableRoom,BR,D85,Desk85
BOOKRM109,2137,2070,BookableRoom,BookableRoom,BR,D86,Desk86
BOOKRM110,2170,1896,BookableRoom,BookableRoom,BR,D87,Desk87
BOOKRM111,2170,1948,BookableRoom,BookableRoom,BR,D88,Desk88
BOOKRM112,2170,2012,BookableRoom,BookableRoom,BR,D89,Desk89
BOOKRM113,2170,2070,BookableRoom,BookableRoom,BR,D90,Desk90
BOOKRM027,1455,274,BookableRoom,BookableRoom,BR,D91,Desk91
BOOKRM114,2122,1687,BookableRoom,BookableRoom,BR,D92,Desk92
BOOKRM115,2122,1747,BookableRoom,BookableRoom,BR,D93,Desk93
BOOKRM116,2152,1687,BookableRoom,BookableRoom,BR,D94,Desk94
BOOKRM117,2152,1747,BookableRoom,BookableRoom,BR,D95,Desk95
BOOKRM118,2250,1684,BookableRoom,BookableRoom,BR,D96,Desk96
BOOKRM119,2250,1750,BookableRoom,BookableRoom,BR,D97,Desk97
4bc3e310-f5f9-4ffc-be8b-5c41047f32de,1960,1829,2,Flexible Workspace,ELEV,Elevator FWA Floor 2,Elevator FWA2
fd2b860f-2b57-491a-8d45-7791809c2dd2,2174,2661,2,Flexible Workspace,ELEV,Elevator FWB Floor 2,Elevator FWB2
c205a034-5a0d-4628-a9a9-04421680eda8,3320,2492,2,Flexible Workspace,ELEV,Elevator FWC Floor 2,Elevator FWC2
f7f2d128-6f40-4c93-89b8-53126e09da13,2425,2659,2,Flexible Workspace,HALL,Hallway Connector F2 01,Hallway F201
55ba1c0b-29de-40b6-877f-455c198b4a8d,2429,3020,2,Flexible Workspace,HALL,Hallway Connector F2 02,Hallway F202
f313ccdd-d298-426e-9762-5165718678cb,2429,3187,2,Flexible Workspace,HALL,Hallway Connector F2 03,Hallway F203
c5b8a675-0861-4409-ab20-191ed200eb77,3476,3020,2,Flexible Workspace,HALL,Hallway Connector F2 04,Hallway F204
c78172f7-fb19-418b-b441-e72a6f9a438a,3477,3151,2,Flexible Workspace,HALL,Hallway Connector F2 05,Hallway F205
5642276a-3ab1-4d23-98c4-ca89caa8e64d,3473,2831,2,Flexible Workspace,HALL,Hallway Connector F2 06,Hallway F206
7ee71578-461d-43be-acf9-9d9bc757f97f,3405,2790,2,Flexible Workspace,HALL,Hallway Connector F2 07,Hallway F207
a76e2dd9-4128-4ace-b3f1-5ac68d76836f,709,753,4,Flexible Workspace,CONF,FW Conference room 1,FW CONF 1
17a83a14-6c44-4bf3-9fe1-c05405c4800c,3790,1763,4,Flexible Workspace,ELEV,Elevator FWC Floor 4,Elevator FWC4
a9ef761c-d610-4feb-8f5e-6bacb72cdb28,1961,1914,2,Flexible Workspace,HALL,Hallway Door F2 08,Hallway F208
3938ce6f-2d7f-4bcd-911e-383fb22d69c7,1975,2660,2,Flexible Workspace,HALL,Hallway Connector F2 09,Hallway F209
73f036ed-d494-4ad1-a426-2b14dd28d699,1316,2144,4,Flexible Workspace,ELEV,Elevator FWB Floor 4,Elevator FWB4
e9002a33-b878-4451-918b-0b318cbd07de,1552,597,4,Flexible Workspace,CONF,FW Conference room 2,FW CONF 2
1941b525-5c79-4ee4-a2be-41cebf4a4cf7,1444,915,4,Flexible Workspace,CONF,FW Conference room 3,FW CONF 3
b8200993-4994-4434-abb7-fa0ea6f6dc55,1439,1189,4,Flexible Workspace,CONF,FW Conference room 4,FW CONF 4
66d72e56-53e6-4dad-b329-20fa38eb731a,1702,1186,4,Flexible Workspace,CONF,FW Conference room 5,FW CONF 5
8bf0a470-335b-4652-8c35-c0b3a5852907,1679,544,4,Flexible Workspace,HALL,Hallway Connector F4 01,Hallway F401
a6d0ae34-0401-4324-a6f4-fc55f3f3f90e,718,874,4,Flexible Workspace,HALL,Hallway Connector F4 02,Hallway F402
5ce08e37-2318-4b2b-9537-de7205898dbc,1975,949,4,Flexible Workspace,CONF,FW Conference room 6,FW CONF 6
19051895-a525-488e-9288-a5da1670063e,2259,1115,4,Flexible Workspace,CONF,FW Conference room 7,FW CONF 7
06014840-ecab-415a-a06f-6e52931a58fc,755,1670,4,Flexible Workspace,CONF,FW Conference room 8,FW CONF 8
dbb35092-43a5-49f3-9bc8-1226e5857b07,1191,1511,4,Flexible Workspace,CONF,FW Conference room 9,FW CONF 9
4b3be2f5-3447-47fb-b41a-49f92e1fc039,1183,2022,4,Flexible Workspace,CONF,FW Conference room 10,FW CONF 10
50f362f4-2857-41fb-ac5f-8124925abddf,2010,1461,4,Flexible Workspace,CONF,FW Conference room 11,FW CONF 11
9f15d597-4503-4d8f-9de7-2a2fac01c269,1993,1756,4,Flexible Workspace,CONF,FW Conference room 12,FW CONF 12
4bbf5033-2751-461c-bec7-191139287606,2714,2193,4,Flexible Workspace,CONF,FW Conference room 13,FW CONF 13
5cab2a71-70f8-47a4-a70d-4dba84e93ed4,3409,2447,4,Flexible Workspace,CONF,FW Conference room 14,FW CONF 14
50f9829a-b45d-43c5-a0e9-fe2523317c37,2267,2609,4,Flexible Workspace,CONF,FW Conference room 15,FW CONF 15
8b8605f8-9a04-4cab-9004-204321bf8909,2589,970,4,Flexible Workspace,COMP,FW Computer room 1,FW COMP 1
7ad1d0ab-65da-4b2b-ad9c-06fd449fe87f,3102,971,4,Flexible Workspace,COMP,FW Computer room 2,FW COMP 2
d78a1cf2-9bfa-486a-a872-0f883b8b9c7f,3545,971,4,Flexible Workspace,COMP,FW Computer room 3,FW COMP 3
53d46295-7dc3-45fd-bf27-6a717b14663f,4118,1286,4,Flexible Workspace,COMP,FW Computer room 4,FW COMP 4
02a403b4-04d7-4e89-a445-cde4abd440f3,4048,1916,4,Flexible Workspace,HALL,Hallway Connector F4 03,Hallway F403
376ac41a-f0cd-4b97-855d-42974c80d03d,4138,1828,4,Flexible,HALL,Hallway Connector F4 04,Hallway F404
1a339e61-855d-42c4-9dee-52cd3727bef5,3960,1348,4,Flexible,HALL,Hallway Connector F4 05,Hallway F405
008f3f02-a5c1-48be-9b51-84c18e43a901,4330,1771,4,Flexible Workspace,COMP,FW Computer room 5,FW COMP 5
4ac8b347-9195-4040-be0c-394bfae74390,3702,730,4,Flexible Workspace,HALL,Hallway Connector F4 06,Hallway F406
d2d2f639-f045-4411-b093-a80afa086be1,3531,728,4,Flexible Workspace,HALL,Hallway Connector F4 07,Hallway F407
75b7f468-2dcf-43e6-984f-934b6c2cef7d,3082,727,4,Flexible Workspace,HALL,Hallway Connector F4 08,Hallway F408
c44b7ff5-64fc-46d4-b9e5-ad7c2a5388e0,2566,724,4,Flexible Workspace,HALL,Hallway Connector F4 09,Hallway F409
504e6b92-baab-46d4-8456-bad21fae9857,2176,1357,4,Flexible Workspace,HALL,Hallway Connector F4 10,Hallway F410
fc50a624-b8c2-4ffe-b8d1-60b47a48b2ff,1837,721,4,Flexible Workspace,HALL,Hallway Connector F4 11,Hallway F411
eb2e5f53-759a-41cf-a94f-84d705a244fc,1848,821,4,Flexible Workspace,HALL,Hallway Connector F4 12,Hallway F412
967d0c07-98d6-434f-afb0-c4fa7bed89d3,2171,1266,4,Flexible Workspace,HALL,Hallway Connector F4 13,Hallway F413
6f59c479-d61f-4f61-8769-3c5647301989,1342,729,4,Flexible Workspace,HALL,Hallway Connector F4 14,Hallway F414
da8f10cc-087f-46ba-91d7-e990218a0dd0,1347,829,4,Flexible Workspace,HALL,Hallway Connector F4 15,Hallway F415
f3930ae3-21d6-4821-8117-891980e31b64,1525,1355,4,Flexible Workspace,HALL,Hallway Connector F4 16,Hallway F416
1b395c1d-9b2e-4550-acd6-631d7e9340d7,1535,1280,4,Flexible Workspace,HALL,Hallway Connector F4 17,Hallway F417
b3a307b1-ea4a-4682-8d7b-310855ee4c51,941,726,4,Flexible Workspace,HALL,Hallway Connector F4 18,Hallway F418
291575cc-0a7b-4529-907f-e6c327d09c00,909,876,4,Flexible Workspace,HALL,Hallway Connector F4 19,Hallway F419
06cf2aef-4e38-4ceb-b15c-2c549429336d,956,604,4,Flexible Workspace,HALL,Hallway Connector F4 20,Hallway F420
0c8864ae-7567-4f76-9f95-243b72a517f1,1669,727,4,Flexible Workspace,HALL,Hallway Connector F4 21,Hallway F421
59338fa8-6d89-4114-9425-5a11c7520edd,961,1516,4,Flexible Workspace,HALL,Hallway Connector F4 22,Hallway F422
d7a28376-f0bf-41d7-a5b1-9e2ba645c123,1022,2013,4,Flexible Workspace,HALL,Hallway Connector F4 23,Hallway F423
7a1b080d-857c-4927-a541-0f6888d8dfa4,1564,2099,4,Flexible Workspace,HALL,Hallway Connector F4 24,Hallway F424
5d322f8e-89dd-4f5c-8f57-66aae11a141a,1568,1989,4,Flexible Workspace,HALL,Hallway Connector F4 25,Hallway F425
b3f2a418-e739-45d2-bc90-b4e86e5eb08c,1774,1987,4,Flexible Workspace,HALL,Hallway Connector F4 26,Hallway F426
55fef315-1610-4b12-be90-3bcf5a6d894f,1041,2131,4,Flexible Workspace,HALL,Hallway Connector F4 27,Hallway F427
2b529dee-bfd2-4c4b-8ce2-64e30e41dd37,1022,1789,4,Flexible Workspace,HALL,Hallway Connector F4 28,Hallway F428
b3da7d12-6dd6-4c80-8d73-17fde925d98f,732,1791,4,Flexible Workspace,HALL,Hallway Connector F4 29,Hallway F429
4ec45d59-8f4f-4c46-bfda-0016b463b2b2,526,1789,4,Flexible Workspace,HALL,Hallway Connector F4 30,Hallway F430
9e400d0c-af6d-447e-b60f-ebb8605ae6d9,954,1357,4,Flexible Workspace,HALL,Hallway Connector F4 31,Hallway F431
7476a8c1-0912-4fb2-90db-68a28c1c1721,2122,1461,4,Flexible Workspace,HALL,Hallway Connector F4 32,Hallway F432
ff59eaa2-ba84-45a7-87e0-dae389f9fbfc,2122,1750,4,Flexible Workspace,HALL,Hallway Connector F4 33,Hallway F433
3d50d4fd-5f50-45d5-aaf5-1d426060b242,1797,1824,4,Flexible Workspace,HALL,Hallway Connector F4 34,Hallway F434
89e2e814-562e-4909-bb08-7323c5a8ac53,2137,1826,4,Flexible Workspace,HALL,Hallway Connector F4 35,Hallway F435
f51a2499-d03b-468f-b614-e7c4b71b8125,2446,1836,4,Flexible Workspace,HALL,Hallway Connector F4 36,Hallway F436
c17154f6-d358-49dd-8e45-7df889da1c66,1545,1819,4,Flexible Workspace,HALL,Hallway Connector F4 37,Hallway F437
35b3694d-73de-4208-965e-b4327de54c50,1348,1982,4,Flexible Workspace,HALL,Hallway Connector F4 38,Hallway F438
b82cde55-193d-4e63-9923-ef78af919358,1801,2068,4,Flexible Workspace,HALL,Hallway Connector F4 39,Hallway F439
672ae6b5-7bbd-4c74-8aa5-0eb03f58d892,2473,2020,4,Flexible Workspace,HALL,Hallway Connector F4 40,Hallway F440
cddc8d41-7c8a-42bb-be1e-263608f20246,2562,2185,4,Flexible Workspace,HALL,Hallway Connector F4 41,Hallway F441
b027762f-c463-4959-8648-465247294fcf,2571,2720,4,Flexible Workspace,HALL,Hallway Connector F4 42,Hallway F442
bfbe87ee-364d-44e7-bd2f-8420b9f633fd,2280,2715,4,Flexible Workspace,HALL,Hallway Connector F4 43,Hallway F443
b86359e6-ef71-48ac-aa62-8cb61463a223,2562,2653,4,Flexible Workspace,HALL,Hallway Connector F4 44,Hallway F444
f49567ad-168f-4763-8e1f-eeb6547af2a5,3826,2655,4,Flexible Workspace,HALL,Hallway Connector F4 45,Hallway F445
58078e61-6d94-4ef0-bbe3-833cda6157cf,3844,2342,4,Flexible Workspace,HALL,Hallway Connector F4 46,Hallway F446
7aaa93ca-0b61-4ece-a1ba-1a040d2eb8b1,3629,2345,4,Flexible Workspace,HALL,Hallway Connector F4 47,Hallway F447
683c8129-fc9b-4d47-bedd-a6e90a0f7b72,3844,2039,4,Flexible Workspace,HALL,Hallway Connector F4 48,Hallway F448
20e4573c-6b38-4592-b1a3-8fc9cc7e3d83,1639,1281,4,Flexible Workspace,HALL,Hallway Connector F4 49,Hallway F449
7aee689d-e32f-4184-9e39-7cce5bc86d41,1639,1355,4,Flexible Workspace,HALL,Hallway Connector F4 50,Hallway F450
a6523874-04ca-4717-afba-43aef335a2b5,3602,1355,4,Flexible Workspace,HALL,Hallway Connector F4 51,Hallway F451
2a01b9f1-6f88-4918-ab13-4bdfe371e4c8,3454,1355,4,Flexible Workspace,HALL,Hallway Connector F4 52,Hallway F452
69b6e01b-aa12-447d-a14c-ae2927610fa5,3485,1953,4,Flexible Workspace,HALL,Hallway Connector F4 53,Hallway F453
e3cba32d-e5e2-41d5-bbb7-b039861f9cae,3794,1953,4,Flexible Workspace,HALL,Hallway Connector F4 54,Hallway F454
d1a415b6-a863-4ad7-a49f-43d040a2dfb1,2468,1377,4,Flexible Workspace,HALL,Hallway Connector F4 55,Hallway F455
2b27a856-6748-46fd-b2c1-07ee6ca4da95,3852,2423,4,Flexible Workspace,HALL,Hallway Connector F4 56,Hallway F456
2fe00d22-7d3c-4a89-8a50-93c96d1caa77,4173,2162,4,Flexible Workspace,THEA,FW F4 Theater,FW F4 Amphitheater
452787f4-0b48-44e2-81ad-593b5ca51a59,4077,2412,4,Flexible Workspace,HALL,Hallway Connector F4 57,Hallway F457
43351f4f-5758-4321-b896-5e3de45a5843,4407,1847,4,Flexible Workspace,HALL,Hallway Connector F4 58,Hallway F458
ca802ad4-bef5-49ba-8521-39fd249ff937,3838,2692,4,Flexible Workspace,HALL,Hallway Connector F4 59,Hallway F459
d5fc5d11-ecbd-47e2-a0e8-acad25274589,2220,2719,4,Flexible Workspace,HALL,Hallway Connector F4 60,Hallway F460
6602ee0a-5535-4009-8f93-4187ea5bcc81,2648,2717,4,Flexible Workspace,HALL,Hallway Connector F4 61,Hallway F461
e015bddd-1075-42a6-a7ee-422fc71074b1,1581,2142,4,Flexible Workspace,HALL,Hallway Connector F4 62,Hallway F462
fbe84e77-9a97-4e66-b7d7-6fd36e6df207,1733,2067,4,Flexible Workspace,HALL,Hallway Connector F4 63,Hallway F463
17e5ced5-f845-48dc-bf28-7d0e4ee9e6bf,1743,1714,4,Flexible Workspace,HALL,Hallway Connector F4 64,Hallway F464
dfe57b89-1215-4e90-b46c-5c1f406564ec,1739,1430,4,Flexible Workspace,HALL,Hallway Connector F4 65,Hallway F465
9358a665-da33-4d4d-8b97-5daace911595,2659,1369,4,Flexible Workspace,ZONE,FW Workzone 1,Workzone 1
60f7d2b3-dd94-4637-be07-5e4e3994d070,2479,726,4,Flexible Workspace,ZONE,FW Workzone 2,Workzone 2
7f0f62ad-5c19-42b5-aac3-18811f308eb1,937,1135,4,Flexible Workspace,ZONE,FW Workzone 3,Workzone 3
901fdac0-61b0-40b1-a025-d3fa57b5d74a,1011,1647,4,Flexible Workspace,ZONE,FW Workzone 4,Workzone 4
7c064e73-9b95-4224-a146-8b900bec83c5,3167,2667,4,Flexible Workspace,ZONE,FW Workzone 5,Workzone 5
